2
78
42
26
72
42
25
72
42
20
71
36
19
71
35
19
69
35
18
66
34
18
66
32
16
66
31
15
66
31
14
65
30
14
65
28
14
65
28
13
64
28
13
60
28
12
57
27
10
56
27
9
54
27
9
53
26
8
47
23
7
41
22
6
