zeta zeta_e psi t_s omega taus_mean taus_std taus_skewness taus_kurtosis taus_median taus_iqr epsilons_mean epsilons_std epsilons_skewness epsilons_kurtosis epsilons_median epsilons_iqr Ne_s_mean Ne_s_std Ne_s_skewness Ne_s_kurtosis Ne_s_median Ne_s_iqr pop0-[[5_1]] pop0-[[4_2]] pop0-[[3_3]] pop1-[[5_1]] pop1-[[4_2]] pop1-[[3_3]] pop2-[[5_1]] pop2-[[4_2]] pop2-[[3_3]] pop3-[[5_1]] pop3-[[4_2]] pop3-[[3_3]] pop4-[[5_1]] pop4-[[4_2]] pop4-[[3_3]] pop5-[[5_1]] pop5-[[4_2]] pop5-[[3_3]] pop6-[[5_1]] pop6-[[4_2]] pop6-[[3_3]] pop7-[[5_1]] pop7-[[4_2]] pop7-[[3_3]] pop8-[[5_1]] pop8-[[4_2]] pop8-[[3_3]] pop9-[[5_1]] pop9-[[4_2]] pop9-[[3_3]] pop10-[[5_1]] pop10-[[4_2]] pop10-[[3_3]] pop11-[[5_1]] pop11-[[4_2]] pop11-[[3_3]] pop12-[[5_1]] pop12-[[4_2]] pop12-[[3_3]] pop13-[[5_1]] pop13-[[4_2]] pop13-[[3_3]] pop14-[[5_1]] pop14-[[4_2]] pop14-[[3_3]] pop15-[[5_1]] pop15-[[4_2]] pop15-[[3_3]] pop16-[[5_1]] pop16-[[4_2]] pop16-[[3_3]] pop17-[[5_1]] pop17-[[4_2]] pop17-[[3_3]] pop18-[[5_1]] pop18-[[4_2]] pop18-[[3_3]] pop19-[[5_1]] pop19-[[4_2]] pop19-[[3_3]] pop20-[[5_1]] pop20-[[4_2]] pop20-[[3_3]]
0.482 10 1 0.298 0.178 0.598 0.326 0.496 -1.254 0.450 0.577 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 62 34 19 56 29 17 55 29 15 55 27 14 53 23 14 52 22 12 51 22 11 51 21 11 50 20 10 49 20 8 49 19 8 49 18 8 48 18 8 48 18 7 46 17 7 45 16 6 43 16 6 43 16 5 42 14 5 42 13 5 41 12 2
0.601 13 1 1.089 0.021 1.034 0.147 -1.130 0.194 1.089 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 64 26 79 55 24 78 52 23 78 52 21 77 50 20 75 49 19 74 48 18 72 46 18 71 45 17 71 44 17 68 42 16 68 42 16 68 41 16 67 39 16 65 39 16 64 39 16 64 38 15 63 36 15 61 36 14 59 33 14 49 27 13
0.093 2 1 0.485 0.088 0.802 0.265 0.173 -1.411 0.831 0.421 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 48 23 81 45 22 80 45 22 80 44 20 77 40 20 70 37 19 70 34 17 68 34 16 65 33 16 64 32 15 64 31 14 63 31 13 63 30 12 61 30 12 61 29 11 59 28 10 57 27 9 56 26 9 53 25 8 49 24 7 44 19 5
0.436 9 1 0.502 0.086 0.631 0.233 1.090 -0.156 0.502 0.234 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 51 19 71 44 18 67 43 18 67 40 16 66 36 15 65 34 15 61 33 13 58 33 13 56 32 13 53 30 12 51 28 12 50 26 11 50 25 11 50 24 11 48 24 11 48 22 11 47 22 11 47 21 10 46 20 7 44 19 7 43 19 6
0.519 11 1 0.267 0.182 0.505 0.303 0.696 -1.347 0.267 0.616 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 57 28 13 55 27 13 52 24 11 50 24 11 49 22 11 48 21 10 46 20 9 46 19 9 46 18 9 45 17 7 44 17 6 43 16 6 43 16 6 40 15 6 39 15 6 38 15 5 38 14 4 37 13 4 37 13 4 35 13 3 28 12 1
0.646 14 1 0.787 0.042 0.732 0.176 -1.664 1.877 0.787 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 90 46 26 76 44 22 75 42 22 74 42 20 73 42 20 70 41 19 69 40 19 65 37 18 65 36 16 63 36 16 62 36 14 60 35 14 59 34 13 59 31 13 59 30 13 56 30 12 55 28 11 54 27 11 50 27 10 48 26 7 48 22 4
0.728 15 1 1.186 0.088 1.014 0.299 -1.397 0.302 1.186 0.174 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 53 26 77 50 21 73 49 21 73 47 19 70 46 19 70 46 18 69 45 18 68 45 18 67 44 18 66 42 18 64 42 18 64 42 17 63 41 16 63 41 16 62 39 15 61 36 15 61 35 15 58 35 15 57 33 14 56 33 14 45 33 10
0.495 10 1 0.729 0.040 0.694 0.166 -0.402 0.226 0.729 0.107 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 47 26 69 45 19 67 43 18 65 42 17 65 41 16 64 40 14 62 39 13 61 38 13 60 36 13 60 36 12 59 35 12 59 34 12 58 32 11 58 31 11 58 30 11 56 30 10 53 28 10 53 23 9 52 23 8 52 23 8 50 22 5
0.558 12 1 0.293 0.119 0.426 0.225 2.188 4.624 0.293 0.235 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 60 30 17 58 26 10 52 25 9 52 24 9 51 23 8 51 22 8 49 20 7 47 19 7 47 19 7 47 18 7 46 17 6 46 16 6 46 16 6 45 15 6 43 15 6 43 15 5 42 15 5 40 14 4 37 14 4 36 12 3 35 11 3
0.111 2 1 0.276 0.108 0.652 0.266 0.280 -1.162 0.579 0.439 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 43 23 75 42 21 68 38 19 64 38 18 64 36 18 61 36 18 61 33 17 60 32 17 59 30 15 58 30 15 58 29 13 56 27 12 54 26 10 53 26 10 51 23 10 50 22 9 48 19 9 47 19 9 42 19 6 41 14 6 36 12 5
0.485 10 1 0.530 0.091 0.648 0.243 1.376 0.490 0.530 0.178 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 54 23 76 43 18 73 42 17 67 42 17 64 41 16 63 33 16 62 33 15 62 32 15 61 32 13 59 31 11 59 31 10 59 31 10 57 29 10 57 27 10 56 27 10 55 27 9 52 25 9 49 24 7 49 24 6 45 24 6 43 23 4
0.112 2 1 0.466 0.085 0.693 0.243 0.366 -1.040 0.694 0.376 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 44 27 74 44 25 71 43 20 70 41 19 69 40 19 64 39 18 63 38 17 61 36 16 60 35 13 60 34 13 60 32 12 58 32 12 58 31 11 57 31 9 56 29 8 54 28 8 53 27 8 46 22 7 40 21 6 37 18 5 33 15 5
0.653 14 1 1.040 0.036 0.960 0.185 -2.145 3.389 1.040 0.084 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 94 53 26 84 53 26 83 50 25 82 49 23 80 47 22 70 46 22 67 45 21 66 44 20 65 43 20 63 42 19 63 40 19 63 40 18 61 39 16 60 38 15 60 38 14 59 37 12 59 35 12 58 34 12 58 31 10 58 31 9 53 30 7
0.333 7 1 0.646 0.076 0.687 0.229 0.437 -0.310 0.646 0.104 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 42 21 75 40 20 74 40 18 70 39 17 67 38 16 66 38 16 66 37 13 62 36 13 61 36 12 60 33 12 58 33 11 57 31 11 56 31 11 55 30 11 53 29 11 52 27 11 52 26 10 50 26 10 50 20 8 44 20 8 42 19 5
0.703 15 1 0.988 0.037 0.935 0.187 -1.604 1.916 0.988 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 53 27 83 50 24 82 50 24 79 49 23 72 46 22 69 45 21 69 41 21 68 40 20 67 40 20 65 39 17 62 38 17 61 37 17 61 37 16 60 34 15 59 34 14 58 32 14 55 32 12 54 31 11 54 30 11 52 30 9 45 27 9
0.367 8 1 1.044 0.120 0.823 0.314 -0.879 -1.028 1.001 0.560 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 48 26 81 46 25 74 46 24 73 44 24 72 40 23 68 40 21 64 39 20 63 39 19 61 37 19 60 37 18 59 35 17 59 33 17 58 31 16 58 31 15 56 30 14 55 29 13 53 28 13 52 28 12 49 25 12 47 21 7 36 17 5
0.908 19 1 0.912 0.011 0.901 0.100 -2.896 11.173 0.912 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 48 28 78 44 23 76 42 21 76 41 21 75 41 21 74 40 21 73 40 19 73 39 18 73 39 18 71 39 17 71 39 17 71 36 16 69 34 14 67 32 14 67 32 14 65 31 13 54 31 13 52 30 13 52 30 12 51 27 12 51 26 11
0.454 10 1 0.506 0.108 0.672 0.270 0.911 -0.503 0.506 0.202 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 49 25 70 43 21 67 40 16 65 38 16 64 37 15 64 36 15 61 34 14 60 33 13 59 32 13 56 31 12 56 31 12 55 31 12 55 30 10 54 29 10 53 29 9 53 29 9 52 28 8 51 26 7 49 24 6 46 24 5 44 20 5
0.531 11 1 1.246 0.121 0.992 0.346 -1.029 -0.548 1.246 0.445 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 90 62 26 86 50 23 82 47 22 79 46 21 79 46 21 79 45 19 78 45 19 76 44 18 72 43 18 71 41 18 70 40 18 69 39 18 69 38 17 67 38 16 66 37 16 66 36 14 66 32 13 64 32 12 62 29 10 62 28 9 55 19 7
0.704 15 1 0.345 0.151 0.511 0.278 1.241 -0.240 0.345 0.267 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 64 33 15 58 33 15 57 30 13 55 26 12 54 26 12 54 25 11 52 25 11 51 25 11 51 24 10 51 22 10 49 22 10 48 22 8 47 22 8 47 21 8 45 21 7 44 21 7 41 19 4 39 19 4 38 18 4 35 17 3 30 17 2
0.960 20 1 0.378 0.001 0.383 0.022 4.249 16.050 0.378 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 65 36 15 65 35 14 62 30 13 60 27 12 60 26 12 59 25 10 57 25 10 52 24 10 51 24 10 51 24 9 50 23 8 50 23 8 50 22 8 49 22 8 48 22 8 47 20 7 44 19 7 42 19 5 39 17 5 33 17 4 33 14 4
0.899 19 1 0.673 0.016 0.688 0.105 3.528 13.090 0.673 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 76 45 19 75 45 19 74 44 18 72 44 17 69 43 17 65 42 16 64 40 16 62 40 16 61 37 16 60 34 15 60 34 15 60 33 13 58 32 13 58 31 11 57 31 11 57 30 10 56 30 10 55 27 9 47 26 7 47 26 7 46 24 7
0.260 5 1 0.960 0.057 0.836 0.219 -0.961 0.455 0.900 0.175 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 87 54 24 74 45 22 72 44 22 70 42 22 68 39 22 67 38 17 66 36 16 66 35 15 65 35 15 63 34 14 62 33 14 59 32 13 58 32 12 58 31 12 56 31 12 56 30 12 54 28 11 52 27 10 50 25 10 48 21 10 31 11 5
0.053 1 0 0.946 0.079 0.876 0.264 -0.274 -0.926 0.891 0.463 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 56 22 74 48 22 74 47 21 74 46 20 74 45 18 72 41 17 66 41 17 64 41 17 64 39 16 63 38 14 63 37 14 63 36 14 61 36 14 61 34 13 60 32 12 57 32 10 57 32 10 51 31 9 51 30 9 45 25 6 44 18 3
0.304 6 1 0.661 0.109 0.812 0.297 0.232 -1.397 0.661 0.504 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 59 25 74 52 21 68 48 20 66 45 16 66 43 15 65 42 15 64 41 14 62 41 14 61 39 13 59 38 13 58 38 13 58 34 12 56 34 12 56 34 12 55 33 11 54 32 11 52 32 10 51 29 10 51 27 9 44 25 8 43 23 7
0.692 15 1 0.693 0.017 0.698 0.108 0.733 3.142 0.693 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 69 49 31 69 43 23 69 41 19 66 38 18 66 38 18 65 35 16 64 35 15 64 35 15 63 33 14 62 33 14 62 32 13 61 32 13 61 32 12 61 31 11 59 30 11 58 29 10 57 28 9 52 28 8 52 28 8 52 27 8 50 21 6
0.935 20 1 0.398 0.038 0.427 0.127 4.249 16.050 0.398 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 66 37 18 65 36 16 63 31 13 59 30 12 58 27 12 58 27 11 57 26 10 55 26 9 53 26 9 52 23 9 50 23 9 50 22 8 48 22 8 48 22 8 47 21 8 45 21 8 44 21 7 43 19 7 40 15 7 40 15 6 36 14 4
0.156 3 1 1.132 0.096 0.817 0.280 -0.306 -1.233 0.857 0.564 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 54 29 71 51 24 70 50 22 69 49 21 69 45 21 68 45 20 68 44 20 67 44 19 67 42 19 66 39 18 63 35 17 63 33 17 61 31 16 60 31 16 57 29 15 56 28 15 55 27 15 54 23 12 50 21 10 46 20 9 39 20 8
0.485 10 1 0.895 0.043 0.841 0.189 -0.173 -0.656 0.895 0.159 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 107 49 26 100 49 20 82 44 20 78 43 20 75 42 18 73 41 18 72 40 17 69 40 17 67 40 17 66 39 17 64 38 15 63 38 15 63 37 15 60 35 15 59 35 14 58 35 14 58 31 13 51 30 13 48 29 13 46 29 12 44 28 7
0.031 1 0 0.727 0.141 0.716 0.318 0.052 -1.486 0.727 0.644 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 50 21 74 45 21 71 42 21 70 41 20 64 39 20 63 39 20 62 35 19 61 34 18 61 32 17 59 31 15 59 30 14 59 30 14 57 28 13 57 27 11 53 27 10 50 27 10 50 25 9 44 25 8 43 24 7 43 18 5 42 16 5
0.909 19 1 0.583 0.029 0.620 0.135 3.922 14.043 0.583 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 72 48 22 70 45 19 68 41 18 66 38 17 60 36 16 59 36 15 59 36 15 58 35 14 57 35 14 57 33 14 56 32 13 56 31 12 55 30 12 55 30 12 54 30 12 54 29 12 52 28 11 51 28 11 46 28 9 43 26 8 43 18 6
0.155 3 1 0.277 0.121 0.626 0.275 0.218 -0.966 0.670 0.502 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 76 44 19 73 44 19 71 44 18 64 40 16 63 38 15 61 35 14 57 35 13 56 34 13 56 32 13 55 31 12 55 25 11 53 24 10 53 24 9 49 23 9 45 23 8 45 23 6 43 21 5 43 20 3 43 20 3 43 15 2 38 13 2
0.870 18 1 1.057 0.004 1.054 0.067 -1.356 8.250 1.057 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 89 52 29 85 52 24 83 52 23 77 50 20 77 50 19 76 50 19 75 49 18 73 47 18 70 46 17 67 41 17 63 40 17 62 39 17 62 37 16 62 37 16 61 35 16 61 35 15 60 35 15 58 33 13 57 30 13 55 28 12 51 27 9
0.751 16 1 0.341 0.157 0.467 0.271 1.714 1.130 0.341 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 61 31 14 59 29 13 56 27 12 54 25 12 51 24 11 49 23 10 49 23 10 48 23 9 47 22 9 47 21 9 47 21 9 45 21 8 44 21 8 43 20 7 43 20 6 42 19 6 41 19 6 41 18 6 41 18 6 38 18 5 30 17 4
0.326 7 1 0.864 0.072 0.755 0.233 -0.009 -0.524 0.864 0.255 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 53 22 80 47 20 77 45 19 76 44 17 74 43 17 73 42 16 70 41 15 68 41 15 67 41 15 66 39 14 64 38 13 63 36 13 63 36 13 62 35 13 61 34 13 61 32 12 59 31 11 54 30 11 51 30 11 50 28 9 49 25 7
0.297 6 1 0.505 0.117 0.743 0.295 0.346 -1.298 0.650 0.545 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 46 21 66 42 19 65 42 17 65 41 17 62 37 16 61 37 16 59 33 15 59 31 14 58 29 12 57 29 12 56 29 12 56 27 11 55 26 11 55 25 10 53 24 10 53 24 8 53 22 8 52 20 8 52 19 7 49 18 3 47 16 3
0.794 17 1 0.311 0.059 0.375 0.148 2.315 4.128 0.311 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 52 29 17 52 27 15 51 25 13 49 23 13 49 23 11 48 22 10 47 22 10 47 20 9 46 18 9 46 18 9 46 17 8 46 17 8 45 16 8 45 16 7 44 14 7 44 14 7 43 14 6 42 13 6 42 13 5 37 13 5 37 10 5
0.383 8 1 0.390 0.118 0.663 0.279 0.475 -1.064 0.662 0.437 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 48 23 72 41 17 72 35 16 62 31 16 60 29 15 58 28 14 57 27 13 56 27 13 55 27 12 48 26 12 48 26 11 48 25 11 48 25 10 47 24 10 46 23 9 45 20 8 42 19 7 41 18 6 41 17 6 40 16 6 40 15 3
0.819 17 1 1.090 0.027 1.012 0.166 -1.738 1.219 1.090 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 52 30 76 47 29 75 47 24 75 46 23 75 43 23 73 43 22 73 42 21 73 42 20 73 38 20 72 38 20 72 37 20 70 36 19 68 35 18 67 35 17 66 34 16 65 32 15 65 32 14 64 31 13 59 30 13 50 29 11 50 29 10
0.054 1 0 1.100 0.145 0.723 0.324 0.192 -1.399 0.699 0.634 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 90 48 24 76 48 23 73 47 22 73 47 22 72 46 19 72 41 19 69 39 16 69 38 16 65 37 16 61 37 14 59 36 14 59 33 14 58 33 14 54 28 13 51 24 13 48 24 12 48 24 12 46 21 8 42 18 7 41 16 2 38 14 2
0.952 20 1 0.640 0.000 0.639 0.003 -4.249 16.050 0.640 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 45 22 73 44 17 72 41 16 67 37 16 66 36 15 63 35 15 62 34 15 59 32 14 58 32 14 58 31 13 57 30 13 56 30 12 54 30 11 54 29 11 54 29 11 53 28 11 53 28 10 51 27 10 51 26 10 51 25 9 45 24 7
0.713 15 1 0.827 0.016 0.792 0.112 -1.718 1.720 0.827 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 48 22 76 47 21 71 45 20 64 45 19 63 45 19 60 41 18 59 41 18 58 40 17 57 39 17 57 38 17 57 37 16 55 35 15 54 35 15 54 31 14 52 31 14 52 27 14 52 27 14 51 27 14 46 26 14 46 26 13 43 26 12
0.630 13 1 0.528 0.056 0.616 0.185 1.864 2.194 0.528 0.065 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 43 17 74 40 16 66 37 16 64 36 16 62 36 15 62 34 14 60 33 14 59 32 13 59 31 13 57 29 13 56 28 13 54 27 12 51 27 12 50 26 12 49 26 9 49 25 8 47 24 8 46 24 8 44 23 8 43 22 6 42 20 5
0.115 2 1 1.191 0.108 0.783 0.291 0.099 -1.229 0.784 0.428 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 54 24 79 51 21 76 50 20 72 44 19 69 43 18 69 39 17 67 35 17 64 35 15 64 34 14 62 34 14 61 33 13 60 33 13 60 31 12 57 29 10 57 29 10 54 28 10 51 28 10 51 27 9 50 26 9 47 25 6 41 20 6
0.697 15 1 0.729 0.012 0.730 0.095 -2.601 9.335 0.729 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 49 21 70 44 20 70 43 18 69 41 18 68 41 18 67 41 16 67 39 15 66 38 15 64 37 14 62 37 14 62 34 13 62 34 12 62 32 12 61 32 11 61 32 11 59 31 10 58 31 10 54 29 9 51 28 9 51 28 6 45 28 4
0.077 2 1 1.075 0.085 0.705 0.244 -0.011 -1.022 0.658 0.432 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 51 33 70 47 23 66 44 21 65 43 18 63 41 16 63 39 15 62 37 15 62 37 15 61 36 14 61 35 13 54 34 13 54 31 13 51 30 12 51 30 11 50 28 10 49 26 7 49 25 7 47 25 7 47 21 6 41 21 6 40 19 5
0.476 10 1 0.848 0.065 0.805 0.229 -0.519 0.396 0.848 0.092 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 47 24 72 45 22 71 44 22 71 43 21 70 43 21 68 42 20 68 41 20 68 40 20 66 39 19 66 39 19 64 36 19 63 36 18 62 35 18 62 33 16 61 32 16 59 31 15 56 31 14 55 31 14 52 28 11 50 26 9 49 25 9
0.162 3 1 0.340 0.129 0.652 0.291 0.283 -1.270 0.608 0.539 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 58 19 73 46 18 71 41 18 70 38 16 69 36 16 65 34 16 61 34 13 61 29 13 60 28 13 58 27 11 54 27 11 53 27 11 50 26 10 47 25 10 44 25 10 43 24 9 42 22 9 42 21 8 39 19 8 38 18 8 31 18 8
0.360 8 1 1.059 0.049 0.852 0.204 -0.453 -1.101 0.867 0.373 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 88 51 27 83 51 25 76 49 24 74 48 23 72 45 21 72 44 20 72 44 20 71 42 19 70 41 19 69 41 18 68 38 16 68 38 14 66 36 14 63 35 14 61 35 14 58 33 13 57 32 13 56 30 12 56 30 9 51 23 9 41 21 5
0.759 16 1 0.402 0.014 0.419 0.078 2.228 5.233 0.402 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 62 33 15 57 31 14 54 31 12 53 29 12 53 29 11 52 29 11 50 28 11 50 27 11 50 27 10 49 26 10 47 26 10 47 24 10 47 24 10 45 23 9 44 22 9 44 21 9 44 21 9 42 20 6 39 19 5 38 18 5 37 15 4
0.924 19 1 1.166 0.006 1.148 0.084 -4.242 16.016 1.166 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 86 56 30 81 51 30 72 49 26 72 47 24 72 47 23 69 46 21 68 46 20 68 45 19 68 45 19 66 45 18 66 45 16 65 45 15 62 42 15 61 40 15 60 38 14 59 35 14 59 33 13 57 32 13 56 31 12 55 31 12 53 30 10
0.054 1 0 0.829 0.128 0.773 0.314 0.025 -1.399 0.787 0.549 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 50 29 80 48 26 79 47 22 74 41 21 73 38 18 67 38 17 67 36 16 67 36 15 66 35 15 66 35 14 65 35 13 65 34 12 62 32 11 62 32 11 62 28 10 54 25 9 54 23 9 54 23 7 51 20 7 50 16 3 39 11 3
0.375 8 1 0.315 0.164 0.593 0.312 0.523 -1.195 0.601 0.541 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 36 20 66 34 17 62 33 15 61 32 15 57 29 12 54 28 12 47 25 11 47 25 10 46 23 9 46 22 9 45 22 8 44 22 8 44 21 8 43 21 8 43 20 7 43 19 7 42 17 7 41 17 6 40 16 6 38 16 4 37 11 4
0.266 6 1 0.318 0.164 0.686 0.336 0.186 -1.562 0.644 0.727 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 43 22 70 42 22 69 41 20 64 33 16 64 31 14 64 31 13 62 29 13 61 29 13 60 26 13 51 26 12 51 25 11 50 24 11 49 24 10 48 23 10 46 23 9 45 22 9 45 20 7 44 18 7 41 18 6 40 15 5 35 15 5
0.620 13 1 0.275 0.135 0.431 0.242 1.201 -0.015 0.275 0.316 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 55 26 14 54 23 12 54 23 10 52 21 10 51 21 9 50 19 8 48 19 8 48 19 8 48 19 8 47 18 8 47 18 7 45 17 7 45 17 7 44 17 6 44 17 6 42 16 6 41 15 6 40 13 5 38 13 5 37 12 4 30 12 1
0.903 19 1 0.480 0.017 0.505 0.094 4.034 14.759 0.480 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 64 38 19 64 36 16 63 33 15 63 30 14 62 30 13 62 30 12 61 29 12 60 28 12 55 28 12 54 28 11 53 27 11 53 27 10 52 26 10 52 25 9 49 24 8 49 24 8 48 23 7 47 22 7 46 21 4 45 21 4 41 20 4
0.107 2 1 1.180 0.102 0.894 0.302 -0.807 -0.831 1.036 0.548 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 89 53 24 75 49 22 72 49 22 70 46 20 68 45 20 67 39 19 66 39 19 65 38 19 65 38 17 64 38 17 63 36 16 59 35 15 58 34 15 57 34 15 55 32 14 55 32 13 54 31 12 51 24 10 51 24 8 48 21 7 36 14 7
0.172 4 1 0.762 0.071 0.661 0.217 -0.058 -1.150 0.744 0.374 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 48 25 71 47 22 70 45 18 69 44 18 67 41 18 65 39 17 63 39 17 63 38 17 62 37 15 61 36 14 60 35 12 60 33 11 56 32 11 53 31 11 53 28 10 52 28 10 51 28 9 51 20 8 50 20 8 50 19 7 44 18 5
0.830 17 1 0.872 0.028 0.843 0.155 -1.194 5.217 0.872 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 89 52 26 83 52 23 81 48 21 79 45 21 74 44 21 73 42 20 72 42 19 68 41 19 67 40 18 66 37 18 66 37 17 63 37 17 63 35 16 61 33 16 60 32 15 58 32 15 57 31 14 55 29 12 55 28 8 55 28 7 46 26 6
0.183 4 1 0.935 0.102 0.742 0.275 -0.262 -1.161 0.804 0.466 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 47 28 83 43 20 81 42 20 79 41 18 73 39 18 70 39 18 68 38 17 66 35 17 63 34 14 63 34 13 61 34 13 61 33 13 60 33 13 59 31 13 54 31 12 53 29 11 52 28 10 48 23 10 48 23 9 43 19 4 39 16 3
